fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
11.173309347925077,0.2645338130414985,0.4626690652074924,3.395978413132569,0.0787074821705474,5.7733093479250766,19.0,0.998645338130415,3.14946978476974,0.7769287761057645,9.345338130414985,5.7733093479250766,0.0
10.189796483375417,0.4319050255751949,0.37306105498737474,2.7,0.0962290368712588,15.866214407500928,33.43310720375047,0.999152835848251,3.359364991474935,0.9346485763000372,9.956689279624953,6.0,0.0
8.40546267801491,0.7197621842084486,0.0972686609925453,2.216388034044728,0.08462467616079516,17.0,42.3515422600497,0.9975585731052506,3.317030845200994,0.5610925356029819,9.881233808039758,6.0,0.0
7.694811252340836,0.6245471506554341,0.012207549906366553,2.6,0.07816886751404502,11.0,34.610377495318325,0.9963609336845037,3.391169800374534,0.5849339745786495,10.293490743913827,5.610377495318327,0.0
7.1072330580226,0.6008438567693033,0.0024110193408666825,1.8144661160452,0.074144661160452,16.0,33.97588980659133,0.9972038576309453,3.4726521212749537,0.6997588980659133,9.9216991740678,6.024110193408667,0.0
6.353416427807315,0.3758229465240856,0.24301246417109726,1.9116458930481712,0.07411645893048172,21.116458930481713,48.767082139036575,0.9971461195315499,3.5490373925132914,0.638633428877074,9.823291786096343,6.0,0.0
9.422065263694185,0.3647484511737873,0.3138128872065532,2.5,0.0930767864749759,16.0,48.74580751956312,0.9979127624971064,3.216690210445872,0.7101676992174751,10.165225112283972,7.0,0.0
5.1,0.5537681984238584,0.0,1.718928364591601,0.044,14.757134583664037,86.37856729183201,0.9924374664988699,3.582714037509921,0.900250434357638,13.032498552141206,7.0,0.0
10.691866288160108,0.37837325763202173,0.5127270262478969,2.2,0.1207654620255631,7.0,17.540668559199457,0.9985081337118399,3.058373257632022,0.8808607380877884,9.354066855919946,5.4593314408005424,0.0
8.329896008950215,0.6234626255616178,0.42563860986307134,3.437653542647287,0.2715619766795028,27.49574260091286,80.50425739908714,0.9967222326905933,3.1019678251141074,1.3447777085116213,9.425638609863071,5.752128699543571,0.0
8.505538837928901,0.4775568929656879,0.4454400978615143,2.3811077675857804,0.07371661651378669,7.0,28.9055388379289,0.9977583082568934,3.0988922324142196,0.46850150458639894,9.51889223241422,5.0,0.0
8.035372530284246,0.3944494168232535,0.27731920969095875,2.3835372530284245,0.0741890978331267,10.506117590852739,46.835372530284246,0.995550444655859,3.2782313734857875,0.7606117590852739,11.131701975772604,6.0,0.0
7.978755148710274,0.36409336384672947,0.26347093820186623,1.9181327230654102,0.0746373455386918,23.196887871775683,48.80311212822431,0.9961503652174505,3.2918132723065407,0.70740869563738,9.634709382018663,5.196887871775684,0.0
6.917698895538735,0.5458761325353518,0.1653008564200356,2.302964502992431,0.09426504282100177,19.323451656691898,94.55884944776936,0.9956294687850926,3.3611681767138024,0.6038274171654052,9.66469033133838,5.0,0.0
9.900882603362197,0.47084995742842645,0.4762765490534885,3.041059124034637,0.07398823195517071,4.0,10.199411597758536,0.9971697940592155,3.0938411313948047,0.6339882319551707,9.590029420112073,5.0,0.0
8.694211273333124,0.5043813361667348,0.3868559914997956,2.7148697283329666,0.085,16.20658454999843,110.2644718166672,0.997723950729999,3.2529739456665934,0.6158683090000314,9.8,5.0,0.0
8.65744866117496,0.4043970131429794,0.43574486611749613,2.202128188907132,0.08407093963023772,27.503546981511885,83.99290603697622,0.9977347529552258,3.3445388924034547,0.7008512755628526,9.302128188907131,5.0,0.0
5.913621804944705,0.47225962445023406,0.0013621804944704509,1.9340545123617612,0.07645512780221182,25.068109024723523,44.136218049447045,0.9938316105633247,3.4979567292582945,0.5245512780221182,11.186378195055294,5.0,0.0
8.414531226227218,0.6431846264025225,0.27708963603085646,2.6909128352033633,0.083,10.218174329593273,61.781825670406725,0.997144535344951,3.319455593856942,0.5469095402244036,9.890912835203363,5.781825670406727,0.0
7.112924367738576,0.4248302529045694,0.1745235287085018,1.8129243677385767,0.08103067241960676,27.064621838692883,50.806134483921355,0.9963025193335582,3.486122689678427,0.6335378161307117,10.374151264522848,4.935378161307117,0.0
8.313553482936605,0.7155951180456036,0.5039834887797546,4.188923200100195,0.122,35.398348877975465,151.93223258531697,0.9990889232001001,3.263388370734151,0.9302476683036799,9.3,5.0,0.0
6.989077305195575,0.6015960105516596,0.15663840422066386,2.043690779217702,0.1684019962656068,6.445386525977872,18.0,0.9960198304253239,3.3420997516228765,0.6033615957793361,9.854613474022129,5.554613474022128,0.0
7.12039401665179,0.42912597071492325,0.17218507321269186,1.8,0.08176692552397954,26.98543284524872,51.0,0.9963140704645427,3.4883976129773595,0.6411653723801023,10.420394016651791,5.014567154751279,0.0
7.724739974705835,0.6301040101176661,0.2223699873529173,2.150520050588331,0.07774219924117504,31.752600252941654,132.5052005058833,0.9957533878431762,3.255156015176499,0.4673179822940842,9.9,5.0,0.0
7.546516974392873,0.488606789757149,0.16470783204196005,2.6662924359821814,0.10638989577151889,33.0,73.26741512803564,0.9956738198332232,3.2007527397240985,0.623314621799109,10.106404705187526,6.0,0.0
8.6518344145672,0.422681097042774,0.4355503243701594,2.1,0.09420131671960263,38.01222943044799,144.34148628696533,0.9972859830432638,3.0745719699343206,0.9443932173054923,9.398777056955202,5.0,0.0
7.18117491534861,0.5528237626977086,0.33075624697673606,4.52252522976806,0.07967900048372223,8.245374818604162,48.58487506046528,0.9973543524746046,3.345848750604653,0.5886725133023614,9.926387554418751,5.0,0.0
7.291401456479799,0.6585669094132999,0.0012897815280301127,2.012897815280301,0.083928345470665,6.014330905867001,22.985669094132998,0.9982769272415541,3.6078503641199497,0.9549841829465495,9.9042992717601,5.985669094132999,0.0
8.374002578004667,0.5078163873828277,0.3961003867007,2.0870012890023335,0.073305019335035,26.0,120.47833548167056,0.9969914199965894,3.2612998710997667,0.5539167740835278,9.252166451832945,5.0,0.0
7.61261266403573,0.40357358814345695,0.28936936679821346,1.906306332017865,0.07762162007892809,28.978978893273784,65.97897889327378,0.9970747746719285,3.4468468339910676,0.5866366229238053,9.51261266403573,5.978978893273783,0.0
7.53607808938684,0.587215617877368,0.031803904469342004,4.045882865919739,0.0807215617877368,26.6392191061316,45.8196095530658,0.9962591340402364,3.077724943018944,0.480823426816052,9.254117134080259,5.0,0.0
10.9,0.53,0.49,4.6,0.118,10.0,17.0,1.0002,3.07,0.56,11.7,6.0,0.0
7.31225781169763,0.4788192966904549,0.47943218727533643,4.79954922139782,0.076730960915836,27.36322656490711,128.21225781169764,0.9972787742188302,3.3478323440228057,0.6717935938944266,10.181613282453554,5.0,0.0
8.795064544671348,0.5263253420883093,0.2691774241118914,2.441682034445559,0.09665267399352728,12.133456275564473,73.56672813778223,0.9972917742411189,3.194332718622178,0.5038391730893125,9.328336406889113,5.0,0.0
7.983723721822182,0.6455915846509636,0.1102222292579273,1.9162762781778182,0.07595315338133818,8.0,19.0,0.9960795555414841,3.3416276278177817,0.8930330263776363,10.646486503600364,6.0,0.0
6.680098692823688,0.44972979458657963,0.14914003734789463,1.6171992530421078,0.07891400373478946,10.45700186739473,23.0,0.9959669783940406,3.443169645195001,0.5871499066302635,9.897297945865796,5.0,0.0
7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,5.0,0.0
6.787335020147883,0.6169525405304948,0.04377309717929631,1.8248020241774603,0.0726279696373381,6.374670040295767,14.625329959704233,0.9958140898584953,3.4250131983881693,0.58,10.774934008059153,4.625329959704233,0.0
6.898765895393963,0.4824682092120748,0.20012341046060375,1.9024682092120748,0.08185190744727551,9.0,23.0,0.9958451869920365,3.3898765895393965,0.4320979778302636,9.065426307575468,4.012341046060374,0.0
9.628374332558572,0.418621221248361,0.38998547713589465,2.257111736719774,0.08257111736719774,11.0,61.28592175520151,0.9979598257256307,3.22143687020806,0.49714078244798493,9.542888263280226,4.8570391223992475,0.0
10.886559692744605,0.2760789046561632,0.49319358156467635,2.1,0.0729580744694029,6.0,24.0,0.9981736743696531,3.1474229353817025,0.8510357722523499,10.974229353817027,6.742293538170263,0.0
6.8,0.6339490895689075,0.0755838391283847,1.7244161608716153,0.06373248482614846,34.0,52.755838391283845,0.9962394908956891,3.4612739378303923,0.6724416160871616,9.74883232174323,5.0,0.0
7.140199088267125,0.35607963530685005,0.288039817653425,1.91960182346575,0.07838208205595874,31.0,68.8039817653425,0.9969038208205596,3.4379402735198625,0.5242189970938376,9.440199088267125,5.40199088267125,0.0
7.276387136894668,0.48223460957654557,0.3485735986492968,1.822979479435394,0.08168305054636243,23.0,147.77020520564605,0.9947579731722562,3.2060856356047758,0.5553407657459273,10.393184685081453,5.3851026028230295,0.0
7.541922311519705,0.7276584911979372,0.004355826636022155,1.8854805778799262,0.09680572713358376,6.145194221200739,12.0,0.9953058281859926,3.357096115575985,0.5609611557598523,10.782208668198892,5.0,0.0
6.219033877601342,0.3704686326807384,0.22953136731926158,2.2095169388006717,0.09376279795591273,19.0,41.90483061199329,0.9945652631733776,3.5609589081393622,0.574282622460302,11.74282622460302,6.0,0.0
6.22807879879279,0.39630093802817334,0.14068517826961524,1.7534258913480762,0.07223287054325961,5.883564728370191,19.11643527162981,0.9957095834889337,3.408356472837019,0.5979444651911543,9.423287054325963,5.116435271629809,0.0
7.314177989917833,0.6560053990979114,0.283892198355015,1.7729380005306403,0.16846955820643567,11.270619994693597,65.27061999469359,0.9968645606046166,3.3938652028654577,0.739665796869222,9.27293800053064,5.0,0.0
7.019416286904608,0.591357915595069,0.016116742619078354,2.0582488607138245,0.07491244303569122,17.0,26.0,0.9961538587676159,3.3774746582141475,0.5944669704763134,10.064085991667742,5.0,0.0
8.694886978724147,0.7263791787250197,0.22343648510515746,1.6423304680862205,0.08603686723396456,5.0,18.474434893620735,0.9964227825531896,3.2474434893620736,0.4820452085103412,9.494886978724146,4.525565106379265,0.0
8.689732188829346,0.4598533169832764,0.3091932434080202,2.493399264247438,0.1254352703856141,24.0,64.0,0.9974309567626888,3.1020535622341305,0.7387531943578494,9.615401716755978,5.00733415083618,0.0
7.979352485709454,0.7104833562489432,0.2212904696431591,2.3077428178589545,0.07523228453576863,12.97419060713682,80.92257182141046,0.9968676114914257,3.2438714089294773,0.544387596786741,9.538714089294773,5.974190607136818,0.0
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6.0,0.0
7.808179761666114,0.43754607150016567,0.36806741062479287,2.0918202383338853,0.09224539284998343,5.520449404165286,14.520449404165285,0.9953218606544159,3.309591011916694,0.6304089880833057,11.447955059583471,6.0,0.0
6.802167204385896,0.6001625403289422,0.179187298355289,1.901625403289422,0.07900541801096474,17.99458198903526,86.01083602192948,0.996803521707127,3.5896749193421154,0.5700541801096474,9.30270900548237,6.0,0.0
7.938526531708993,0.7628434439940806,0.07981581646362419,3.1385265317089934,0.08697237246954362,3.798158164636242,13.0,0.99843898699055,3.3862394385972885,0.49605525506091275,9.439447449390872,5.0,0.0
7.012966286656749,0.6459541444396384,0.14130884670542015,6.454617996701377,0.11606360962930923,62.579817487630166,126.32293536244421,0.9990128441062592,3.446770646375558,0.6487278074138155,9.874189607083954,5.0,0.0
9.89083251386103,0.47842727795800555,0.49,2.5886459357673712,0.22922206245428953,5.113540642326287,20.113540642326285,0.9989659378073021,3.3043229678836856,0.7979478449628401,10.7,6.0,0.0
7.367017203861498,0.4976230917659955,0.4220697844407226,2.2247370971038767,0.11020697844407226,7.0,20.0,0.9965054565058489,3.3331931184554007,0.6242280106757622,10.425788708688371,5.0,0.0
7.3,0.305,0.39,1.2,0.059,7.0,11.0,0.99331,3.29,0.52,11.5,6.0,0.0
8.393403466874108,0.2657871289165478,0.35,1.7,0.05975637378019793,6.177660888543152,15.0,0.9951227438135616,3.303553217770863,0.7506596533125891,11.817766088854317,7.0,0.0
9.159773984531318,0.4780552757592902,0.41777889696283926,3.4166834544425893,0.08986080333521919,26.0,51.70829136389352,0.9981902763787964,3.2847185848707725,0.5338894484814196,10.412487409168058,5.805527575929018,0.0
8.032570009291913,0.6336405020574951,0.2,2.1900400053096645,0.07547510001327416,9.475100013274162,38.524899986725835,0.9980586149820799,3.3992329977433924,0.6295020002654832,9.347510001327416,5.0,0.0
6.9316704680310135,0.6494360850841661,0.1329284085129566,1.7158352340155065,0.09443818212642316,11.0,22.548806808549276,0.9958609545531606,3.303904544683942,0.5329284085129566,9.390238638290144,5.0,0.0
7.493822094697794,0.580945911048076,0.13312740315659316,1.8303914736656166,0.07566078294733124,15.669608526334384,48.669608526334386,0.9960909594589112,3.307137364213501,0.6842747284270028,9.566078294733122,5.330391473665617,0.0
7.303727848434718,0.40286283085217156,0.27464712313912865,2.187549769956501,0.07892942462782573,21.0,49.41078538565215,0.9977286283085217,3.487842922869571,0.7391277618391219,9.841078538565215,6.0,0.0
7.281711358715929,0.5846456012038166,0.2999118709406414,2.163422717431858,0.09155453450914602,20.908556793579645,84.0,0.9965069335639231,3.249056191582677,0.5908556793579645,9.545427839678982,4.545721603210177,0.0
8.36509788605147,0.3948434413394425,0.23901664357983976,2.01937376535777,0.060742172066972126,9.0,18.0,0.9942051858949651,3.260071424355586,0.6267808178752194,11.345156558660559,5.548434413394425,0.0
9.211699009223596,0.6345015557126201,0.26946082044032915,1.9684639318655694,0.09347711454924557,5.063072136268861,35.0,0.9971642932939605,3.2525228854507544,0.4382909195179697,9.688300990776405,5.063072136268861,0.0
10.819162182865044,0.5020759031437131,0.4606387394288348,2.482434665707043,0.07296806302855825,5.01596848572087,26.98403151427913,1.0000650290162714,3.0503193697144173,0.6393612605711653,9.514371637148782,4.98403151427913,0.0
8.786679660273798,0.4184921854938587,0.17733593205475928,1.8628124885363353,0.07255781267195496,6.0,25.0,0.996622027286575,3.0961054683201126,0.4625624977072671,9.618593755731832,6.0,0.0
9.072972572925922,0.725135655196302,0.21297257292592153,2.42973066317285,0.08802703236098772,9.0,22.75675809024693,0.9980789206791258,3.3632433899271623,0.6105406472197543,9.727027427074079,5.0,0.0
7.587497654398808,0.5780539396969571,0.17166697941349218,2.0958325514662697,0.07520837242668653,7.0,35.6388836764418,0.9963395813786656,3.326805581617791,0.4955553470576719,9.34027908088955,5.319441838220898,0.0
9.584457780566325,0.42971592912008655,0.38674952067330803,2.250177544299946,0.08250177544299946,11.0,61.332149704667025,0.9979209942480797,3.223285988186681,0.4966785029533297,9.549822455700054,4.833925147666486,0.0
6.61182116417513,0.8899760052255694,0.040591058208756546,2.2822682537373034,0.06811821164175132,6.940894179124346,13.059105820875654,0.995808178835825,3.528817883582487,0.5847284656700523,10.8,6.0,0.0
6.292782105466022,0.64123799987152,0.15,4.450525261737853,0.07228871578135916,12.690726315113263,27.0,0.995193211366176,3.4750525261737852,0.5969072631511326,12.178346316398063,6.0,0.0
9.61697102219474,0.2754242755548685,0.5625456533292109,2.4,0.07427121377774341,6.0,17.728786222256577,0.9960508324222411,3.2054242755548685,0.994393111128288,11.945757244451315,6.728786222256576,0.0
6.228183794658884,0.45738000670631174,0.37402918302663246,2.47651350445093,0.07667118906231302,6.0,14.0,0.9955532881093769,3.51,0.6885908102670557,10.990605401780373,6.0,0.0
11.613662100274617,0.4363298325434811,0.6184882800366157,2.1784155250686545,0.07335974124885576,6.928051750228848,23.07194824977115,0.9995860307454897,3.2078415525068653,0.7151818874199032,10.9,6.071948249771152,0.0
7.736201552388725,0.5509114063944468,0.012759689522254857,1.6908859360555322,0.07072912511555743,7.0,17.091140639444678,0.9965289357715721,3.2609114063944467,0.6381771872111065,9.390885936055533,5.908859360555322,0.0
9.78577016013136,0.3586030907411044,0.4042428772326234,1.9144905871483227,0.07343602135084809,13.0,32.714099466228795,0.998786030907411,3.272859005337712,0.6314099466228797,10.0,6.0,0.0
7.501716943839611,0.38620881497610365,0.27396287940785746,1.6672389812798705,0.06917169438396113,25.344779625597408,64.6723898127987,0.9959609467148433,3.4337911850238965,0.6036194906399353,10.22074241184285,6.0,0.0
5.120834372725819,0.4098076443357314,0.04076942265707432,2.1169872594404477,0.055984011937010386,16.50961778321343,42.0,0.9920598101388777,3.6862178367833733,0.711121658951239,13.609293032869704,6.8301274055955234,0.0
5.644332710753795,0.5591184815125744,0.037783364462310225,1.7332495330653466,0.0554836589477426,5.055415888442244,12.944584111557756,0.9942725948138593,3.711133457849241,0.5761208878090428,11.366750466934654,5.0,0.0
6.233114648916415,0.6656388499071504,0.09695095640866054,1.9331146489164148,0.05633114648916415,15.0,33.66885351083585,0.994264654770031,3.519737578699698,0.5335738861919435,11.400656053250755,6.0,0.0
8.18298578742759,0.4733962023325479,0.3227706197022091,2.2829857874275894,0.06336180102398625,23.531943149710358,47.76597157485518,0.995472131756708,3.3797848322746193,0.759367777187727,10.929791472456554,6.0,0.0
8.38632132101474,0.47859894900719946,0.30899069062324275,2.2413678678985263,0.07775896396304421,18.17264264202948,52.82735735797052,0.9977931606605074,3.4358632132101476,0.619316066050737,9.530942943188208,5.0,0.0
7.787675629717145,0.6634702707809207,0.14365404281974664,2.2,0.06865297292190795,9.347027078092061,23.34702707809206,0.9963835675062895,3.3416432493710473,1.0334270025158108,10.577621662473648,5.347027078092061,0.0
5.215923819445627,0.5183438038187642,0.06375810069509504,1.9898095486140683,0.046318476388912545,15.159238194456274,87.73885729168441,0.9921647123402729,3.548407618055437,0.9052228541663118,13.305733368059695,7.0,0.0
8.284447062582094,0.2833327723038371,0.4782225214379536,2.1133310892153485,0.09275559669771861,6.0,11.97778151797442,0.9941088840266332,3.2639993267646044,0.6182225214379535,12.395556303594883,6.977781517974419,0.0
12.488539987045707,0.2802292002590859,0.5406876007772576,2.296561996113712,0.0818280998056856,12.0,28.977079974091414,0.9996816639792732,3.11,1.3555305949478256,9.803438003886288,6.988539987045707,0.0
13.950286293416735,0.4184927582079745,0.6312428426645816,3.882856177638775,0.08875143146708367,6.041428088819388,46.792859555903064,1.0014331424710556,3.012485685329163,0.806685752894449,10.76685752894449,6.041428088819388,0.0
6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,7.0,0.0
7.029646863747435,0.45105161222152873,0.21994567134575926,2.3099728356728795,0.06775475375724606,3.5498641783643983,10.450135821635602,0.9936590298807598,3.501051612221529,0.6684904924855078,12.8,7.0,0.0
8.31158166495616,0.5900529373075679,0.10810501404568537,2.5941984104037896,0.08385792983901708,13.705272216520532,111.07368194586986,0.9963749481384042,3.15552614594024,0.6563159027065066,9.862629653989387,4.963159027065067,0.0
6.556064895202817,0.4665573920175849,0.364426384181711,2.377049280117233,0.07008197120468931,8.114753599413836,18.885246400586166,0.9960865583050902,3.5331476577371626,0.7254098560234465,10.680327519589685,6.0,0.0
6.4567140365701405,0.5085488479013601,0.1226021297963783,3.981651886687806,0.09800834848316779,21.980817038371026,58.0,0.9980473232903448,3.4403836592325794,0.8426021297963783,10.396163407674205,5.0,0.0
5.6,0.5535603273492847,0.038304959081339414,1.6660991816267883,0.05425462684784782,5.169504091866059,13.0,0.9943322131916555,3.7098297544880365,0.5867801636746424,11.179644680574125,4.830495908133941,0.0
8.025487438511222,0.30847075368932675,0.4449025122977558,2.079610049191023,0.20809889406152143,5.050974877022442,15.949025122977558,0.9936646182958573,3.1576462315533664,0.8064317586084291,12.46431758608429,7.0,0.0
8.16175291150623,0.7608764557531156,0.0,2.314741265481307,0.08594023292049849,12.617529115062311,25.235058230124622,0.9978688447592888,3.373824708849377,0.46,9.6,4.0,0.0
9.575329947422984,0.4096108289519154,0.4309103210653632,2.1,0.07192216579038309,4.792216579038309,15.792216579038309,0.9963383181026979,3.276233502628851,0.7524670052577015,12.07143823694214,6.0,0.0
7.289527156109889,0.6695678646966117,0.08815455274313189,1.6350788073150184,0.07205236421945055,25.175394036575092,34.17539403657509,0.9940718047386702,3.299384850914377,0.7086781949376374,10.816624334746336,5.587697018287546,0.0
11.64268972527142,0.2734837378338783,0.5132581310830608,1.8337093445846957,0.07470802790431652,6.0,10.0,0.9967820216828882,3.1910108414440814,0.712134486263571,10.379783171118376,7.0,0.0
6.064781060005783,0.5933804734998553,0.040040405857018915,2.267205411426919,0.07266801352856729,18.336027057134594,25.331986471432703,0.9936323971144417,3.4936027057134593,0.5699191882859622,12.003636527131702,5.0,0.0
8.707959535202985,0.2105714418725454,0.43275511629201296,2.3310204651680517,0.05598775814229609,37.34489767415974,67.0,0.9969171432561763,3.3278163255805326,0.9278163255805325,11.190816279026624,5.4367348838935055,0.0
8.462230913105312,0.43178081958685943,0.2314024825736562,2.3688845434473436,0.09704500935184532,12.874103043684375,56.562948478157814,0.9971007175650525,3.260665363034203,0.5268166978394844,9.830397891500157,6.0,0.0
11.425549082979467,0.3243063646275666,0.5064970873407603,2.0627745414897336,0.08325549082979468,5.372254585102664,15.0,0.9987372254585103,2.9651098165958936,0.6851098165958934,9.2,6.0,0.0
8.459661675565647,0.6340677574068068,0.15538990577893103,2.9650850437082683,0.09042373822236638,20.352542059254453,47.0,0.997925695693049,3.2705762617776335,0.5924407469640202,9.529491588149108,5.0,0.0
6.503118442816518,0.5125012105569505,0.1796865416424142,1.9093714692088946,0.07778122478006354,26.0,35.0,0.9932056228815254,3.3043755043987293,0.7840636601170775,11.740620460411435,6.156244956012706,0.0
7.945108087830702,0.745,0.11324922794406642,1.8675077205593358,0.09779814706575939,15.67507720559336,63.32492279440664,0.996298547867468,3.199747683832199,0.7452677572864724,9.567507720559336,5.324922794406641,0.0
8.074918225033006,0.4156679318576713,0.28622137876155246,2.2123773375495106,0.08475572424768951,11.312704437417482,47.0,0.9961182088193412,3.2449836450066014,0.847524532490098,10.530943343873776,5.687295562582517,0.0
6.219192096476918,0.42923231614092333,0.2280606805203052,1.8383841929538343,0.07792323161409233,21.038384192953835,55.92323161409233,0.9963065856422982,3.5161615807046167,0.6214951480541472,9.542222612249217,6.0,0.0
12.949316334665228,0.3466488997848477,0.7068389334972589,2.422340668101015,0.08103267667793655,23.0,42.730243334357866,0.9984381460006148,3.007629200122944,0.68,11.157219000922082,7.0,0.0
6.683792762748391,0.6131584190133466,0.15918963813741957,2.0,0.07402025904656451,32.97974095343549,44.0,0.9952103686473396,3.33976087594266,0.5728362665190315,9.75911657095403,5.0,0.0
9.152286977796772,0.4169282555508071,0.49846412777540355,3.873856511101614,0.12055224077924981,3.0,10.630717444491928,0.9958032354299957,3.2226143488898384,0.5773856511101614,12.79378918894112,6.369282555508071,0.0
10.104126840894757,0.3265714607986797,0.4726031710223689,1.973968289776311,0.06230158551118446,6.0,10.739682897763108,0.9962118407721093,3.2560317102236893,0.6111109857829122,11.71365118753942,6.0,0.0
5.938772423430613,0.5344910306277549,0.061227576569387245,2.1612275765693876,0.06277544846861226,39.38772423430613,52.16317270291838,0.9950734730918833,3.5277544846861226,0.8442813928028579,11.006137882846936,6.0,0.0
9.889994511906098,0.630416895337246,0.24033351626979677,2.393329674604064,0.07731684045630695,5.983324186510161,33.03335162697968,0.9973996664837301,3.092668130158374,0.5674986279765241,9.403335162697967,5.0,0.0
6.938954699537446,0.620391987673458,0.16415679506938324,2.2441812018502194,0.2092519198769822,6.194773497687226,18.0,0.9960649407704163,3.3746794453006608,0.5958432049306167,10.105226502312775,5.805226502312774,0.0
8.1157023258232,0.6048374573772373,0.12980167438475212,2.2,0.08475812713113814,10.620936434430932,107.4314046516464,0.9965611020153669,3.1689531782784535,0.7585565270479577,9.932672247949174,5.189531782784534,0.0
11.890939741075005,0.4754614417418764,0.5763674676343757,1.4272650647312484,0.07899831424087465,22.727349352687515,41.72734935268752,0.9978227770792468,2.9472650647312486,0.7018120517849988,10.33640961161251,7.0,0.0
8.389968027166155,0.565840590760502,0.35241869673855875,2.21946863586834,0.08828905298902835,4.463124239122267,22.0,0.9979825928749906,3.3377874543473363,0.5934218940219432,10.004718331517248,5.0,0.0
7.176727870854981,0.7310425687899538,0.15650918062824712,4.046427332750734,0.09065091806282471,18.627879784758303,99.1163606457251,0.9965606560706802,3.226981638743506,0.52,9.82327212914502,5.627879784758301,0.0
8.004376865631588,0.7146124066513315,0.028686940310523407,3.63468097028944,0.09169695895342149,26.47811567184206,61.0,0.9984570662305924,3.4852522387579064,0.6960942164078971,10.23030410465785,4.956231343684114,0.0
7.2203919899458215,0.500679732998194,0.1691242720288954,2.0728106800722386,0.07188365289765224,12.067973299819403,31.0,0.9974584195414027,3.5091242720288953,0.7077648060325074,9.661175969837464,6.0,0.0
6.29934811715468,0.4991916546215494,0.14886571319888964,1.9362451122099418,0.07645632331685087,24.0,44.81877443895029,0.9952908735336631,3.5637548877900582,0.7108083453784506,10.426857892734798,6.181225561049709,0.0
8.470037874463465,0.35284091094422965,0.38715908905577046,4.755643947424995,0.05756818218884593,3.085606072961531,9.08560607296153,0.9974236590972104,3.3795719696351925,0.661284091094423,11.53579544527885,7.0,0.0
7.956055221378765,0.29318343358637033,0.4235207080170371,1.8109861946553085,0.08067041416034075,28.109861946553085,67.78027610689382,0.9952396114682959,3.3698875751897774,0.652309663741284,11.013234690859754,5.109861946553086,0.0
11.052042355831235,0.47648783784881815,0.5560910044359619,2.6824973780110444,0.10125672045313894,6.34772488910095,20.34772488910095,0.9976084487294063,3.1504317466730285,0.7617269866921139,11.482497378011045,7.0,0.0
10.975786758431443,0.40484264831371153,0.41757867584314423,2.0,0.07065253654510048,6.540355402614263,15.0,0.99842175121817,3.0696852966274233,0.6383857838954295,9.362106620784278,5.459644597385737,0.0
6.362119353552388,0.4016370327211403,0.28675761292895224,2.197271612131433,0.053897200159503875,33.2969548284191,98.64847741420955,0.9941134130454814,3.3073032905026656,0.5454250973659015,10.416053543499075,5.648477414209553,0.0
6.918610289093939,0.5562779421812122,0.2017691896191211,2.7102235374496977,0.0776369781471485,31.38138971090606,54.0,0.9967384266105134,3.3800918392902726,0.6538138971090607,10.49580662417788,6.618610289093939,0.0
7.656855225560461,0.4995973157846457,0.08,2.5862895488790776,0.10105656766813836,14.431447744395388,46.86289548879078,0.9969705656766814,3.2270565676681384,0.6297986578923228,9.772579097758156,5.568552255604612,0.0
7.352658342509167,0.36538603868452085,0.3110633370036666,2.370411464068229,0.06871012486236251,8.940822928136459,25.94082292813646,0.9948633287183434,3.3795284337149685,0.6076930193422604,11.817152099391041,5.940822928136458,0.0
7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,6.0,0.0
9.215539977714416,0.3046215991085766,0.4238647973257299,1.861352026742701,0.06522704053485402,9.768920044571168,24.0,0.9956274575233376,3.2584460022285584,0.843067601337135,11.376488062399636,7.0,0.0
7.491714316503806,0.39952653237164604,0.1804142841748097,1.6041428417480972,0.0789526532371646,23.994081654645576,58.0,0.9964989938812898,3.3404734676283536,0.5823081546882255,9.407102014425309,5.0,0.0
7.897784289481138,0.8825073256662803,0.030110785525943096,1.7977842894811382,0.05778950750070812,4.0,8.01107855259431,0.9971889214474057,3.3604431421037724,0.33155099736320337,9.103323565778293,4.011078552594309,0.0
9.119052035993203,0.5971468323938827,0.15936184027165115,3.701549021392241,0.0899206938132427,11.460346906621353,47.73017345331068,0.9989393618402717,3.328887858268253,0.6020601057385444,9.769826546689323,6.269826546689323,0.0
9.38589465796799,0.3114357863187196,0.4443073589561588,1.6569264104384116,0.061138528208768236,9.42821068406402,24.0,0.9962134776234098,3.241410534203201,0.8328463205219205,10.899494957689628,7.0,0.0
7.669784347175713,0.4930215652824287,0.3935255637865686,1.7,0.27132872971720334,13.565947823919043,31.565947823919043,0.9960478184322245,3.207194087541858,0.8342928684379025,9.707673046513339,6.0,0.0
7.5,0.619383158102871,0.17617289476285886,6.579018423914476,0.09004112279314193,27.255140349142742,94.0,0.9989854344748029,3.349383158102871,0.7457616668314395,9.361728947628588,5.0,0.0
